번호,재산종류,재산구분,소재지(지번),소재지(도로명),지목(공부),대장면적(단위:㎡)
6449,토지,행정재산,서울특별시 용산구 한강로2가 2-221,,철도용지,191.10
6450,토지,행정재산,서울특별시 용산구 한강로2가 2-226,,철도용지,49.60
6451,토지,행정재산,서울특별시 용산구 한강로2가 2-228,,철도용지,148.80
6452,토지,행정재산,서울특별시 용산구 한강로2가 2-229,,철도용지,332.90
6453,토지,행정재산,서울특별시 용산구 한강로2가 2-230,,철도용지,28.80
6454,토지,행정재산,서울특별시 용산구 한강로2가 2-231,,철도용지,12.20
6455,토지,행정재산,서울특별시 용산구 한강로2가 2-232,,철도용지,10.90
6456,토지,행정재산,서울특별시 용산구 한강로1가 78-19,,철도용지,5.80
6457,토지,행정재산,서울특별시 용산구 한강로1가 78-18,,철도용지,14.50
6458,토지,행정재산,서울특별시 용산구 한강로1가 78-17,,철도용지,0.70
6459,토지,행정재산,서울특별시 용산구 신계동 7-9,,대,12.30
6460,토지,행정재산,서울특별시 용산구 한강로1가 1-3,,철도용지,"1,100.80"
6461,토지,행정재산,서울특별시 용산구 한강로1가 1-4,,철도용지,"9,302.50"
6462,토지,행정재산,서울특별시 용산구 신계동 3-24,,철도용지,469.80
6463,토지,행정재산,서울특별시 용산구 신계동 3-23,,철도용지,"1,818.60"
6464,토지,행정재산,서울특별시 용산구 신계동 3-22,,철도용지,92.20
6465,토지,행정재산,서울특별시 용산구 신계동 3-9,,철도용지,236.90
6466,토지,행정재산,서울특별시 용산구 신계동 3-8,,철도용지,"3,233.40"
6467,토지,행정재산,서울특별시 용산구 신계동 1-282,,철도용지,775.90
6468,토지,행정재산,서울특별시 용산구 신계동 1-277,,철도용지,"4,421.70"
6469,토지,행정재산,서울특별시 용산구 신계동 1-276,,철도용지,"6,537.50"
6470,토지,행정재산,서울특별시 용산구 신계동 1-275,,철도용지,"1,285.00"
6471,토지,행정재산,서울특별시 용산구 신계동 1-244,,대,52.90
6472,토지,행정재산,서울특별시 용산구 한강로1가 78-1,,철도용지,303.10
6473,토지,행정재산,서울특별시 용산구 신계동 1-13,,철도용지,181.80
6474,토지,행정재산,서울특별시 용산구 한강로1가 78-3,,철도용지,4.90
6475,토지,행정재산,서울특별시 용산구 한강로1가 78-4,,철도용지,16.80
6476,토지,행정재산,서울특별시 용산구 한강로1가 78-5,,철도용지,2.10
6477,토지,행정재산,서울특별시 용산구 한강로1가 78-6,,철도용지,"6,277.60"
6478,토지,행정재산,서울특별시 용산구 한강로1가 78-8,,철도용지,30.60
6479,토지,행정재산,서울특별시 용산구 한강로1가 78-9,,철도용지,9.60
6480,토지,행정재산,서울특별시 용산구 한강로1가 78-10,,철도용지,13.70
6481,토지,행정재산,서울특별시 용산구 한강로1가 78-11,,철도용지,19.20
6482,토지,행정재산,서울특별시 용산구 한강로1가 78-12,,철도용지,12.30
6483,토지,행정재산,서울특별시 용산구 한강로1가 78-13,,철도용지,7.10
6484,토지,행정재산,서울특별시 용산구 한강로1가 78-14,,철도용지,16.10
6485,토지,행정재산,서울특별시 용산구 한강로1가 78-15,,철도용지,1.30
6486,토지,행정재산,서울특별시 용산구 한강로1가 78-16,,철도용지,2.20
6487,토지,행정재산,서울특별시 용산구 한강로2가 2-234,,철도용지,32.10
6488,토지,행정재산,서울특별시 용산구 한강로2가 2-237,,철도용지,14.20
6489,토지,행정재산,서울특별시 용산구 한강로2가 2-287,,철도용지,150.70
6490,토지,행정재산,서울특별시 용산구 한강로2가 2-339,,철도용지,148.40
6491,토지,행정재산,서울특별시 용산구 한강로2가 2-340,,철도용지,157.00
6492,토지,행정재산,서울특별시 용산구 한강로2가 2-341,,철도용지,166.90
6493,토지,행정재산,서울특별시 용산구 한강로2가 2-342,,철도용지,200.00
6494,토지,행정재산,서울특별시 용산구 한강로2가 2-344,,철도용지,706.40
6495,토지,행정재산,서울특별시 용산구 한강로2가 2-349,,철도용지,296.60
6496,토지,행정재산,서울특별시 용산구 한강로2가 2-365,,철도용지,736.30
6497,토지,행정재산,서울특별시 용산구 한강로2가 2-367,,철도용지,"1,524.40"
6498,토지,행정재산,서울특별시 용산구 한강로2가 2-368,,철도용지,1.00
6499,토지,행정재산,서울특별시 용산구 한강로2가 2-424,,철도용지,170.00
6500,토지,행정재산,서울특별시 용산구 한강로2가 2-430,,철도용지,534.10
6501,토지,행정재산,서울특별시 용산구 한강로2가 4-2,,철도용지,15.50
6502,토지,행정재산,서울특별시 용산구 한강로2가 4-3,,철도용지,83.30
6503,토지,행정재산,서울특별시 용산구 한강로2가 4-4,,철도용지,190.00
6504,토지,행정재산,서울특별시 용산구 한강로2가 4-6,,철도용지,89.90
6505,토지,행정재산,서울특별시 용산구 한강로2가 4-7,,철도용지,101.20
6506,토지,행정재산,서울특별시 용산구 한강로2가 4-9,,철도용지,750.10
6507,토지,행정재산,서울특별시 용산구 한강로2가 4-10,,철도용지,149.10
6508,토지,행정재산,서울특별시 용산구 한강로2가 4-11,,철도용지,20.80
6509,토지,행정재산,서울특별시 용산구 한강로2가 4-12,,철도용지,203.60
6510,토지,행정재산,서울특별시 용산구 한강로2가 4-13,,하천,763.60
6511,토지,행정재산,서울특별시 용산구 한강로2가 4-14,,제방,152.10
6512,토지,행정재산,서울특별시 용산구 한강로2가 4-17,,철도용지,"1,064.50"
6513,토지,행정재산,서울특별시 용산구 한강로2가 4-18,,철도용지,134.50
6514,토지,행정재산,서울특별시 용산구 한강로2가 4-20,,제방,196.40
6515,토지,행정재산,서울특별시 용산구 한강로2가 5-1,,제방,18.50
6516,토지,행정재산,서울특별시 용산구 한강로2가 5-2,,하천,47.60
6517,토지,행정재산,서울특별시 용산구 한강로2가 6-1,,철도용지,"1,651.00"
6518,토지,행정재산,서울특별시 용산구 한강로2가 6-2,,하천,614.90
6519,토지,행정재산,서울특별시 용산구 한강로2가 2-284,,철도용지,147.40
6520,토지,행정재산,서울특별시 용산구 한강로2가 2-283,,철도용지,137.50
6521,토지,행정재산,서울특별시 용산구 한강로2가 2-280,,철도용지,137.50
6522,토지,행정재산,서울특별시 용산구 한강로2가 2-238,,철도용지,248.90
6523,토지,행정재산,서울특별시 용산구 한강로2가 2-243,,철도용지,4.00
6524,토지,행정재산,서울특별시 용산구 한강로2가 2-247,,철도용지,6.00
6525,토지,행정재산,서울특별시 용산구 한강로2가 2-248,,철도용지,6.00
6526,토지,행정재산,서울특별시 용산구 한강로2가 2-249,,철도용지,4.30
6527,토지,행정재산,서울특별시 용산구 한강로2가 2-250,,철도용지,1.60
6528,토지,행정재산,서울특별시 용산구 한강로2가 2-251,,철도용지,2.00
6529,토지,행정재산,서울특별시 용산구 한강로2가 2-252,,철도용지,2.00
6530,토지,행정재산,서울특별시 용산구 한강로2가 2-253,,철도용지,2.00
6531,토지,행정재산,서울특별시 용산구 한강로2가 2-254,,철도용지,76.00
6532,토지,행정재산,서울특별시 용산구 한강로2가 2-255,,철도용지,193.40
6533,토지,행정재산,서울특별시 용산구 한강로2가 2-256,,철도용지,133.20
6534,토지,행정재산,서울특별시 용산구 한강로2가 2-258,,철도용지,27.40
6535,토지,행정재산,서울특별시 용산구 한강로2가 2-259,,철도용지,15.50
6536,토지,행정재산,서울특별시 용산구 한강로2가 2-263,,철도용지,25.10
6537,토지,행정재산,서울특별시 용산구 한강로2가 2-265,,철도용지,13.90
6538,토지,행정재산,서울특별시 용산구 한강로1가 78-2,,철도용지,2.30
6539,토지,행정재산,서울특별시 용산구 한강로2가 2-266,,철도용지,9.60
6540,토지,행정재산,서울특별시 용산구 한강로2가 2-279,,철도용지,144.10
6541,토지,행정재산,서울특별시 용산구 한강로2가 2-276,,철도용지,184.10
6542,토지,행정재산,서울특별시 용산구 한강로2가 2-275,,철도용지,164.30
6543,토지,행정재산,서울특별시 용산구 한강로2가 2-267,,철도용지,6.60
6544,토지,행정재산,서울특별시 용산구 한강로2가 2-268,,철도용지,9.60
6545,토지,행정재산,서울특별시 용산구 한강로2가 2-273,,철도용지,8.90
6546,토지,행정재산,서울특별시 용산구 한강로2가 2-270,,철도용지,14.20
6547,토지,행정재산,서울특별시 용산구 한강로2가 2-269,,철도용지,10.90
6548,토지,행정재산,서울특별시 용산구 용산동5가 19-551,,도로,"2,270.50"
6549,토지,행정재산,서울특별시 용산구 용산동5가 17-112,,철도용지,"2,888.70"
6550,토지,행정재산,서울특별시 용산구 용산동5가 17-100,,철도용지,"1,583.50"
6551,토지,행정재산,서울특별시 용산구 용산동5가 17-99,,철도용지,745.30
6552,토지,행정재산,서울특별시 용산구 용산동5가 17-98,,철도용지,"3,505.30"
6553,토지,행정재산,서울특별시 용산구 용산동5가 17-77,,철도용지,390.40
6554,토지,행정재산,서울특별시 용산구 용산동5가 17-71,,철도용지,20.20
6555,토지,행정재산,서울특별시 용산구 용산동5가 17-69,,도로,"4,564.30"
6556,토지,행정재산,서울특별시 용산구 용산동5가 19-561,,철도용지,899.20
6557,토지,행정재산,서울특별시 용산구 용산동6가 69-147,,철도용지,760.00
6558,토지,행정재산,서울특별시 용산구 용산동6가 69-148,,철도용지,487.00
6559,토지,행정재산,서울특별시 용산구 용산동6가 69-149,,철도용지,11.00
6560,토지,행정재산,서울특별시 용산구 보광동 70-3,,도로,17.00
6561,토지,행정재산,서울특별시 용산구 용산동6가 69-150,,철도용지,963.00
6562,토지,행정재산,서울특별시 용산구 용산동6가 69-151,,철도용지,290.00
6563,토지,행정재산,서울특별시 용산구 용산동6가 69-152,,철도용지,34.00
6564,토지,행정재산,서울특별시 용산구 용산동6가 69-153,,철도용지,75.00
6565,토지,행정재산,서울특별시 용산구 용산동6가 69-154,,철도용지,69.00
6566,토지,행정재산,서울특별시 용산구 용산동6가 69-155,,철도용지,125.00
6567,토지,행정재산,서울특별시 용산구 용산동6가 69-156,,철도용지,376.00
6568,토지,행정재산,서울특별시 용산구 용산동6가 69-157,,철도용지,18.00
6569,토지,행정재산,서울특별시 용산구 보광동 70-12,,도로,"2,331.00"
6570,토지,행정재산,서울특별시 용산구 용산동6가 69-158,,철도용지,727.00
6571,토지,행정재산,서울특별시 용산구 용산동6가 69-159,,철도용지,592.00
6572,토지,행정재산,서울특별시 용산구 보광동 36-12,,철도용지,"9,957.00"
6573,토지,행정재산,서울특별시 용산구 용산동6가 69-144,,철도용지,"1,799.40"
6574,토지,행정재산,서울특별시 용산구 용산동6가 412-5,,잡종지,116.00
6575,토지,행정재산,서울특별시 용산구 용산동6가 69-80,,대,50.00
6576,토지,행정재산,서울특별시 용산구 보광동 36-2,,도로,119.00
6577,토지,행정재산,서울특별시 용산구 용산동6가 69-84,,철도용지,60.00
6578,토지,행정재산,서울특별시 용산구 용산동6가 69-85,,철도용지,86.00
6579,토지,행정재산,서울특별시 용산구 용산동6가 69-86,,철도용지,10.00
6580,토지,행정재산,서울특별시 용산구 용산동6가 69-87,,철도용지,46.00
6581,토지,행정재산,서울특별시 용산구 용산동6가 69-88,,철도용지,10.00
6582,토지,행정재산,서울특별시 용산구 용산동6가 69-89,,철도용지,7.00
6583,토지,행정재산,서울특별시 용산구 용산동6가 69-90,,도로,33.00
6584,토지,행정재산,서울특별시 용산구 용산동6가 69-91,,철도용지,10.00
6585,토지,행정재산,서울특별시 용산구 용산동6가 69-107,,대,3.00
6586,토지,행정재산,서울특별시 용산구 보광동 36-5,,철도용지,331.00
6587,토지,행정재산,서울특별시 용산구 보광동 36-8,,철도용지,165.00
6588,토지,행정재산,서울특별시 용산구 보광동 36-9,,철도용지,17.00
6589,토지,행정재산,서울특별시 용산구 용산동6가 69-109,,도로,7.00
6590,토지,행정재산,서울특별시 용산구 용산동6가 69-111,,도로,24.00
6591,토지,행정재산,서울특별시 용산구 용산동6가 69-114,,대,3.00
6592,토지,행정재산,서울특별시 용산구 용산동6가 69-118,,도로,"4,204.60"
6593,토지,행정재산,서울특별시 용산구 용산동6가 69-142,,철도용지,"2,408.00"
6594,토지,행정재산,서울특별시 용산구 보광동 157-3,,도로,129.00
6595,토지,행정재산,서울특별시 용산구 용산동6가 69-143,,철도용지,"1,833.00"
6596,토지,행정재산,서울특별시 용산구 보광동 141-2,,도로,20.00
6597,토지,행정재산,서울특별시 용산구 보광동 142-2,,도로,73.00
6598,토지,행정재산,서울특별시 용산구 보광동 142-3,,도로,10.00
6599,토지,행정재산,서울특별시 용산구 보광동 146-2,,도로,106.00
6600,토지,행정재산,서울특별시 용산구 보광동 146-3,,도로,17.00
6601,토지,행정재산,서울특별시 용산구 보광동 146-5,,도로,43.00
6602,토지,행정재산,서울특별시 용산구 보광동 146-6,,도로,10.00
6603,토지,행정재산,서울특별시 용산구 보광동 147-2,,도로,109.00
6604,토지,행정재산,서울특별시 용산구 보광동 147-3,,도로,17.00
6605,토지,행정재산,서울특별시 용산구 보광동 147-4,,도로,116.00
6606,토지,행정재산,서울특별시 용산구 보광동 147-5,,도로,298.00
6607,토지,행정재산,서울특별시 용산구 보광동 147-10,,도로,145.00
6608,토지,행정재산,서울특별시 용산구 보광동 147-11,,도로,218.00
6609,토지,행정재산,서울특별시 용산구 보광동 147-12,,도로,116.00
6610,토지,행정재산,서울특별시 용산구 보광동 147-13,,도로,7.00
6611,토지,행정재산,서울특별시 용산구 보광동 147-22,,도로,17.00
6612,토지,행정재산,서울특별시 용산구 보광동 148-1,,도로,30.00
6613,토지,행정재산,서울특별시 용산구 보광동 148-2,,도로,132.00
6614,토지,행정재산,서울특별시 용산구 보광동 148-3,,도로,304.00
6615,토지,행정재산,서울특별시 용산구 보광동 148-4,,도로,36.00
6616,토지,행정재산,서울특별시 용산구 보광동 157-6,,철도용지,"2,064.00"
6617,토지,행정재산,서울특별시 용산구 보광동 141-3,,철도용지,99.00
6618,토지,행정재산,서울특별시 용산구 용산동6가 69-78,,철도용지,7.00
6619,토지,행정재산,서울특별시 용산구 보광동 131-2,,도로,79.00
6620,토지,행정재산,서울특별시 용산구 보광동 141-1,,도로,26.00
6621,토지,행정재산,서울특별시 용산구 보광동 140-4,,철도용지,79.00
6622,토지,행정재산,서울특별시 용산구 보광동 140-3,,도로,63.00
6623,토지,행정재산,서울특별시 용산구 보광동 84-1,,도로,"2,271.00"
6624,토지,행정재산,서울특별시 용산구 보광동 140-2,,도로,36.00
6625,토지,행정재산,서울특별시 용산구 보광동 140-1,,도로,10.00
6626,토지,행정재산,서울특별시 용산구 보광동 139-4,,도로,13.00
6627,토지,행정재산,서울특별시 용산구 보광동 139-3,,도로,129.00
6628,토지,행정재산,서울특별시 용산구 보광동 139-2,,도로,17.00
6629,토지,행정재산,서울특별시 용산구 보광동 87-4,,도로,17.00
6630,토지,행정재산,서울특별시 용산구 보광동 130-2,,도로,3.00
6631,토지,행정재산,서울특별시 용산구 보광동 88-2,,도로,36.00
6632,토지,행정재산,서울특별시 용산구 이촌동 301-6,,도로,305.80
6633,토지,행정재산,서울특별시 용산구 이촌동 301-157,,도로,667.80
6634,토지,행정재산,서울특별시 용산구 서빙고동 241-38,,철도용지,56.00
6635,토지,행정재산,서울특별시 용산구 용산동6가 69-6,,철도용지,274.00
6636,토지,행정재산,서울특별시 용산구 용산동6가 69-7,,철도용지,"6,967.00"
6637,토지,행정재산,서울특별시 용산구 용산동6가 69-8,,철도용지,248.00
6638,토지,행정재산,서울특별시 용산구 용산동6가 69-9,,도로,13.00
6639,토지,행정재산,서울특별시 용산구 용산동6가 69-10,,철도용지,681.00
6640,토지,행정재산,서울특별시 용산구 용산동6가 69-17,,잡종지,"1,805.00"
6641,토지,행정재산,서울특별시 용산구 용산동6가 69-18,,철도용지,321.00
6642,토지,행정재산,서울특별시 용산구 용산동6가 69-19,,철도용지,"1,150.00"
6643,토지,행정재산,서울특별시 용산구 용산동6가 69-20,,철도용지,109.00
6644,토지,행정재산,서울특별시 용산구 용산동6가 69-21,,철도용지,136.00
6645,토지,행정재산,서울특별시 용산구 용산동6가 69-22,,철도용지,20.00
6646,토지,행정재산,서울특별시 용산구 용산동6가 69-23,,대,364.00
6647,토지,행정재산,서울특별시 용산구 용산동6가 69-4,,철도용지,"5,127.00"
6648,토지,행정재산,서울특별시 용산구 용산동6가 69-3,,철도용지,919.00
6649,토지,행정재산,서울특별시 용산구 용산동6가 69-2,,철도용지,108.00
6650,토지,행정재산,서울특별시 용산구 한남동 541-2,,철도용지,"2,787.00"
6651,토지,행정재산,서울특별시 용산구 한남동 542-4,,도로,36.00
6652,토지,행정재산,서울특별시 용산구 한남동 542-6,,대,92.00
6653,토지,행정재산,서울특별시 용산구 한남동 542-7,,철도용지,701.00
6654,토지,행정재산,서울특별시 용산구 한남동 542-9,,철도용지,254.00
6655,토지,행정재산,서울특별시 용산구 용산동6가 68-3,,잡종지,46.00
6656,토지,행정재산,서울특별시 용산구 한남동 773-17,,철도용지,"11,061.00"
6657,토지,일반재산,서울특별시 용산구 한남동 773-11,,철도용지,"1,611.00"
6658,토지,행정재산,서울특별시 용산구 한남동 543-17,,철도용지,47.00
6659,토지,행정재산,서울특별시 용산구 한남동 544-3,,도로,159.00
6660,토지,행정재산,서울특별시 용산구 한남동 544-9,,철도용지,30.00
6661,토지,행정재산,서울특별시 용산구 한남동 544-13,,대,10.00
6662,토지,행정재산,서울특별시 용산구 한남동 555-1,,도로,664.00
6663,토지,행정재산,서울특별시 용산구 한남동 555-3,,철도용지,"5,104.00"
6664,토지,행정재산,서울특별시 용산구 용산동6가 69-1,,철도용지,4.00
6665,토지,행정재산,서울특별시 용산구 용산동6가 69-24,,대,36.00
6666,토지,행정재산,서울특별시 용산구 용산동6가 69-25,,잡종지,13.00
6667,토지,행정재산,서울특별시 용산구 용산동6가 69-58,,대,83.00
6668,토지,행정재산,서울특별시 용산구 용산동6가 69-59,,대,86.00
6669,토지,행정재산,서울특별시 용산구 용산동6가 69-60,,잡종지,13.00
6670,토지,행정재산,서울특별시 용산구 용산동6가 69-61,,대,40.00
6671,토지,행정재산,서울특별시 용산구 용산동6가 69-64,,대,10.00
6672,토지,행정재산,서울특별시 용산구 용산동6가 69-65,,대,33.00
6673,토지,행정재산,서울특별시 용산구 용산동6가 69-66,,철도용지,13.00
6674,토지,행정재산,서울특별시 용산구 용산동6가 69-67,,대,30.00
6675,토지,행정재산,서울특별시 용산구 용산동6가 69-68,,대,7.00
6676,토지,행정재산,서울특별시 용산구 용산동6가 69-69,,잡종지,3.00
6677,토지,행정재산,서울특별시 용산구 용산동6가 69-70,,대,23.00
6678,토지,행정재산,서울특별시 용산구 용산동6가 69-71,,대,30.00
6679,토지,행정재산,서울특별시 용산구 용산동6가 69-72,,대,16.00
6680,토지,행정재산,서울특별시 용산구 용산동6가 69-73,,대,16.00
6681,토지,행정재산,서울특별시 용산구 용산동6가 69-74,,대,5.00
6682,토지,행정재산,서울특별시 용산구 용산동6가 69-75,,철도용지,25.00
6683,토지,행정재산,서울특별시 용산구 용산동6가 69-57,,대,20.00
6684,토지,행정재산,서울특별시 용산구 용산동6가 69-56,,잡종지,251.00
6685,토지,행정재산,서울특별시 용산구 용산동6가 69-52,,철도용지,238.00
6686,토지,행정재산,서울특별시 용산구 용산동6가 69-27,,대,212.00
6687,토지,행정재산,서울특별시 용산구 용산동6가 69-29,,대,238.00
6688,토지,행정재산,서울특별시 용산구 용산동6가 69-30,,대,337.00
6689,토지,행정재산,서울특별시 용산구 용산동6가 69-33,,대,281.00
6690,토지,행정재산,서울특별시 용산구 용산동6가 69-35,,대,43.00
6691,토지,행정재산,서울특별시 용산구 용산동6가 69-36,,대,92.00
6692,토지,행정재산,서울특별시 용산구 용산동6가 69-37,,대,43.00
6693,토지,행정재산,서울특별시 용산구 용산동6가 69-39,,철도용지,264.00
6694,토지,행정재산,서울특별시 용산구 용산동6가 69-40,,철도용지,96.00
6695,토지,행정재산,서울특별시 용산구 용산동6가 69-41,,철도용지,33.00
6696,토지,행정재산,서울특별시 용산구 용산동6가 69-43,,철도용지,10.00
6697,토지,행정재산,서울특별시 용산구 용산동6가 69-44,,철도용지,152.00
6698,토지,행정재산,서울특별시 용산구 용산동6가 69-45,,철도용지,198.00
6699,토지,행정재산,서울특별시 용산구 용산동6가 69-46,,철도용지,92.00
6700,토지,행정재산,서울특별시 용산구 용산동6가 69-48,,철도용지,36.00
6701,토지,행정재산,서울특별시 용산구 용산동6가 69-50,,철도용지,30.00
6702,토지,행정재산,서울특별시 용산구 한남동 541-1,,도로,122.00
6703,토지,행정재산,서울특별시 용산구 용산동6가 69-77,,철도용지,5.00
6704,토지,행정재산,서울특별시 용산구 한남동 399-4,,철도용지,"8,271.00"
6705,토지,행정재산,서울특별시 용산구 한남동 399-3,,철도용지,122.00
6706,토지,행정재산,서울특별시 용산구 한남동 399-2,,철도용지,850.00
6707,토지,행정재산,서울특별시 용산구 한남동 399-1,,철도용지,"13,402.00"
6708,토지,행정재산,서울특별시 용산구 동빙고동 170-1,,철도용지,"2,436.00"
6709,토지,행정재산,서울특별시 용산구 서빙고동 241-36,,철도용지,7.00
6710,토지,행정재산,서울특별시 용산구 서빙고동 241-67,,철도용지,9.00
6711,토지,행정재산,서울특별시 용산구 서빙고동 241-69,,철도용지,5.00
6712,토지,행정재산,서울특별시 용산구 서빙고동 187-2,,대,3.00
6713,토지,행정재산,서울특별시 용산구 서빙고동 235-10,,잡종지,"1,845.00"
6714,토지,행정재산,서울특별시 용산구 주성동 40-1,,도로,"1,577.00"
6715,토지,행정재산,서울특별시 용산구 서빙고동 235-78,,도로,20.00
6716,토지,행정재산,서울특별시 용산구 주성동 10-3,,도로,106.00
6717,토지,행정재산,서울특별시 용산구 주성동 10-2,,도로,10.00
6718,토지,행정재산,서울특별시 용산구 서빙고동 235-79,,잡종지,10.00
6719,토지,행정재산,서울특별시 용산구 서빙고동 241-78,,철도용지,36.00
6720,토지,행정재산,서울특별시 용산구 서빙고동 235-136,,잡종지,276.00
6721,토지,행정재산,서울특별시 용산구 서빙고동 241-81,,철도용지,274.00
6722,토지,행정재산,서울특별시 용산구 서빙고동 241-83,,철도용지,62.00
6723,토지,행정재산,서울특별시 용산구 서빙고동 241-84,,철도용지,300.00
6724,토지,행정재산,서울특별시 용산구 서빙고동 241-1,,철도용지,63.00
6725,토지,행정재산,서울특별시 용산구 서빙고동 241-2,,철도용지,218.00
6726,토지,행정재산,서울특별시 용산구 서빙고동 241-4,,철도용지,111.00
6727,토지,행정재산,서울특별시 용산구 서빙고동 241-6,,철도용지,195.00
6728,토지,행정재산,서울특별시 용산구 서빙고동 241-10,,철도용지,73.00
6729,토지,행정재산,서울특별시 용산구 서빙고동 241-11,,철도용지,"30,357.00"
6730,토지,행정재산,서울특별시 용산구 서빙고동 241-14,,철도용지,"1,987.00"
6731,토지,행정재산,서울특별시 용산구 서빙고동 241-15,,철도용지,274.00
6732,토지,행정재산,서울특별시 용산구 서빙고동 241-16,,철도용지,86.00
6733,토지,행정재산,서울특별시 용산구 서빙고동 241-17,,철도용지,13.00
6734,토지,행정재산,서울특별시 용산구 서빙고동 241-18,,철도용지,106.00
6735,토지,행정재산,서울특별시 용산구 한남동 399-6,,철도용지,25.00
6736,토지,행정재산,서울특별시 용산구 한남동 399-7,,철도용지,"9,464.00"
6737,토지,행정재산,서울특별시 용산구 한남동 540-6,,철도용지,757.00
6738,토지,행정재산,서울특별시 용산구 한남동 540-5,,철도용지,258.00
6739,토지,행정재산,서울특별시 용산구 한남동 540-2,,임야,23.00
6740,토지,행정재산,서울특별시 용산구 서빙고동 241-55,,철도용지,489.00
6741,토지,행정재산,서울특별시 용산구 용산동6가 11-422,,철도용지,"2,416.50"
6742,토지,행정재산,서울특별시 용산구 용산동6가 11-393,,도로,707.40
6743,토지,행정재산,서울특별시 용산구 한남동 511-11,,도로,202.00
6744,토지,행정재산,서울특별시 용산구 서빙고동 241-60,,철도용지,"1,322.00"
6745,토지,행정재산,서울특별시 용산구 용산동6가 11-376,,도로,"1,091.00"
6746,토지,행정재산,서울특별시 용산구 한남동 511-10,,도로,46.00
6747,토지,행정재산,서울특별시 용산구 한남동 511-2,,임야,16.00
6748,토지,행정재산,서울특별시 용산구 한남동 510-4,,도로,261.00
6749,토지,행정재산,서울특별시 용산구 한남동 510-2,,전,50.00
6750,토지,행정재산,서울특별시 용산구 주성동 69,,철도용지,"1,686.00"
6751,토지,행정재산,서울특별시 용산구 주성동 64,,철도용지,"5,930.00"
6752,토지,행정재산,서울특별시 용산구 한남동 399-8,,철도용지,"3,124.00"
6753,토지,행정재산,서울특별시 용산구 한남동 399-9,,도로,185.00
6754,토지,행정재산,서울특별시 용산구 한남동 399-20,,철도용지,"3,296.00"
6755,토지,행정재산,서울특별시 용산구 한남동 504-2,,잡종지,30.00
6756,토지,행정재산,서울특별시 용산구 서빙고동 241-85,,철도용지,4.00
6757,토지,행정재산,서울특별시 용산구 주성동 63,,도로,"3,782.00"
6758,토지,행정재산,서울특별시 용산구 이촌동 198-1,,철도용지,"8,416.50"
6759,토지,행정재산,서울특별시 용산구 이촌동 198-2,,철도용지,445.30
6760,토지,행정재산,서울특별시 용산구 이촌동 301-9,,철도용지,888.80
6761,토지,행정재산,서울특별시 용산구 이촌동 208-2,,대,354.20
6762,토지,행정재산,서울특별시 용산구 원효로2가 7-6,,대,581.80
6763,토지,행정재산,서울특별시 용산구 원효로2가 1-161,,철도용지,0.90
6764,토지,행정재산,서울특별시 용산구 원효로1가 109,,하천,56.20
6765,토지,행정재산,서울특별시 용산구 원효로1가 111,,도로,23.10
6766,토지,행정재산,서울특별시 용산구 원효로1가 112-1,,도로,33.00
6767,토지,행정재산,서울특별시 용산구 원효로1가 113-1,,도로,59.50
6768,토지,행정재산,서울특별시 용산구 원효로2가 1-20,,철도용지,49.00
6769,토지,행정재산,서울특별시 용산구 원효로2가 1-22,,도로,143.10
6770,토지,행정재산,서울특별시 용산구 원효로2가 1-23,,대,189.90
6771,토지,행정재산,서울특별시 용산구 원효로2가 1-27,,대,11.50
6772,토지,행정재산,서울특별시 용산구 원효로1가 110-1,,하천,273.70
6773,토지,행정재산,서울특별시 용산구 원효로2가 1-68,,철도용지,5.10
6774,토지,행정재산,서울특별시 용산구 원효로2가 1-75,,철도용지,37.00
6775,토지,행정재산,서울특별시 용산구 원효로2가 1-87,,대,3.30
6776,토지,행정재산,서울특별시 용산구 원효로2가 1-93,,철도용지,"1,175.60"
6777,토지,행정재산,서울특별시 용산구 원효로2가 1-129,,대,54.90
6778,토지,행정재산,서울특별시 용산구 원효로2가 1-130,,철도용지,44.00
6779,토지,행정재산,서울특별시 용산구 원효로2가 1-138,,대,2.70
6780,토지,행정재산,서울특별시 용산구 원효로2가 1-150,,도로,41.80
6781,토지,행정재산,서울특별시 용산구 원효로2가 1-66,,철도용지,101.50
6782,토지,행정재산,서울특별시 용산구 갈월동 93-61,,철도용지,"4,690.90"
6783,토지,행정재산,서울특별시 용산구 동자동 43-234,,철도용지,120.10
6784,토지,행정재산,서울특별시 용산구 동자동 43-239,,도로,7.20
6785,토지,행정재산,서울특별시 용산구 갈월동 99-5,,철도용지,119.00
6786,토지,행정재산,서울특별시 용산구 동자동 43-240,,도로,64.10
6787,토지,행정재산,서울특별시 용산구 갈월동 44-37,,철도용지,209.10
6788,토지,행정재산,서울특별시 용산구 갈월동 100-5,,철도용지,"5,894.20"
6789,토지,행정재산,서울특별시 용산구 갈월동 100-2,,철도용지,0.70
6790,토지,행정재산,서울특별시 용산구 갈월동 96-1,,철도용지,"1,371.90"
6791,토지,행정재산,서울특별시 용산구 갈월동 69-7,,철도용지,74.00
6792,토지,행정재산,서울특별시 용산구 갈월동 69-68,,대,22.10
6793,토지,행정재산,서울특별시 용산구 갈월동 44-6,,철도용지,"11,131.20"
6794,토지,행정재산,서울특별시 용산구 갈월동 69-67,,철도용지,5.30
6795,토지,행정재산,서울특별시 용산구 동자동 43-67,,도로,156.10
